,merchant_id,Cluster_k22_GMM_AIC_BIC
18816,M_ID_22f46bcd6e,11
18817,M_ID_22f4ae8435,13
18818,M_ID_22f5250928,13
18819,M_ID_22f5e0be67,14
18820,M_ID_22f60c198b,2
18821,M_ID_22f620cf3d,8
18822,M_ID_22f6ca611d,13
18823,M_ID_22f716dec5,0
18824,M_ID_22f7dfef94,17
18825,M_ID_22f815a3c1,2
18826,M_ID_22f90ec0e7,1
18827,M_ID_22f9171516,9
18828,M_ID_22f982158b,12
18829,M_ID_22f98e6e86,8
18830,M_ID_22fa157ac9,14
18831,M_ID_22fa4e55a6,19
18832,M_ID_22fa981b72,8
18833,M_ID_22fb9acf4f,1
18834,M_ID_22fbaada88,15
18835,M_ID_22fc195cd1,13
18836,M_ID_22fd82b68d,1
18837,M_ID_22fe9e4d09,11
18838,M_ID_22ffa94d3f,14
18839,M_ID_23002007a2,11
18840,M_ID_23010b680f,15
18841,M_ID_23011488db,8
18842,M_ID_2301a032d1,11
18843,M_ID_2302484cbb,2
18844,M_ID_23028033af,1
18845,M_ID_23034f514f,1
18846,M_ID_2304571335,1
18847,M_ID_23057db1d7,17
18848,M_ID_230599d771,17
18849,M_ID_2305b059f2,0
18850,M_ID_230705cc9c,2
18851,M_ID_23072cd96f,1
18852,M_ID_2307e7a2c2,17
18853,M_ID_2308afa782,17
18854,M_ID_230961b084,13
18855,M_ID_230a7bcaa1,14
18856,M_ID_230a8d3004,14
18857,M_ID_230b669750,17
18858,M_ID_230cad08e3,11
18859,M_ID_230ccc3061,2
18860,M_ID_230d180976,0
18861,M_ID_230d7fac57,1
18862,M_ID_230e11c1c7,17
18863,M_ID_230ea4633e,1
18864,M_ID_230f468b96,15
18865,M_ID_230f7b0ab4,0
18866,M_ID_230fddad0e,6
18867,M_ID_230feee6c8,1
18868,M_ID_230ff9124a,1
18869,M_ID_23106aced9,8
18870,M_ID_2311853784,9
18871,M_ID_2311ac9b35,17
18872,M_ID_2312a361e5,17
18873,M_ID_23130c647d,2
18874,M_ID_231360ed48,11
18875,M_ID_23140b7898,14
18876,M_ID_23143ba661,6
18877,M_ID_2314a1544d,16
18878,M_ID_2314d94883,15
18879,M_ID_2315e3691c,9
18880,M_ID_2316edee10,2
18881,M_ID_2316f58503,17
18882,M_ID_23184f5563,15
18883,M_ID_23187fb5ea,19
18884,M_ID_2318d4dcd2,17
18885,M_ID_2319c05a04,8
18886,M_ID_231b761dd2,2
18887,M_ID_231b941ef4,17
18888,M_ID_231baa6041,0
18889,M_ID_231cd58df4,2
18890,M_ID_231ce5ba5e,16
18891,M_ID_231d5ad03c,8
18892,M_ID_231e2b9b19,13
18893,M_ID_231e5e7506,15
18894,M_ID_231e64d6ad,17
18895,M_ID_231ecc6293,2
18896,M_ID_231fb52202,8
18897,M_ID_231fea352f,1
18898,M_ID_2320004a88,2
18899,M_ID_2320bbf3d9,1
18900,M_ID_232332076c,13
18901,M_ID_2323cbdc19,8
18902,M_ID_232463e3d7,1
18903,M_ID_2324816ab4,14
18904,M_ID_232550cb4c,13
18905,M_ID_232559cf4c,11
18906,M_ID_23257f0d3b,1
18907,M_ID_232882c185,2
18908,M_ID_23288d4b3b,1
18909,M_ID_232a0d928e,15
18910,M_ID_232c6d62d7,1
18911,M_ID_232caa4ba3,0
18912,M_ID_232d08dec2,10
18913,M_ID_232d9d27e2,15
18914,M_ID_232da173cc,17
18915,M_ID_232eb248cb,1
18916,M_ID_232eb9d19c,13
18917,M_ID_232ee19950,11
18918,M_ID_232fd1c39e,17
18919,M_ID_2330371fbb,6
18920,M_ID_23306ada89,13
18921,M_ID_233071ed1f,1
18922,M_ID_2330a18704,14
18923,M_ID_23314c8afc,13
18924,M_ID_233191e64f,0
18925,M_ID_2332b878a9,17
18926,M_ID_2332cbb338,13
18927,M_ID_233350f6d7,15
18928,M_ID_233364f19c,1
18929,M_ID_2333c9007c,8
18930,M_ID_2334d301be,2
18931,M_ID_2334d62e28,11
18932,M_ID_23351718c8,17
18933,M_ID_2335572185,1
18934,M_ID_2335626ecb,8
18935,M_ID_23359a4b0b,11
18936,M_ID_2337e839d9,2
18937,M_ID_2337ecf861,8
18938,M_ID_23382aeae7,14
18939,M_ID_23386eb60a,13
18940,M_ID_233880ff1f,15
18941,M_ID_2339c215bb,11
18942,M_ID_233c3e260f,13
18943,M_ID_233c9ba307,2
18944,M_ID_233cd36596,10
18945,M_ID_233d963357,1
18946,M_ID_233e57020b,2
18947,M_ID_233e9d5b6d,8
18948,M_ID_233ede85a4,2
18949,M_ID_233ede93f1,17
18950,M_ID_233f3b59f0,9
18951,M_ID_233f9e38d6,2
18952,M_ID_233fb639e8,15
18953,M_ID_233fc32166,0
18954,M_ID_234109bb9f,14
18955,M_ID_23425ab9e2,13
18956,M_ID_2342822ec6,17
18957,M_ID_2342d3f0ac,1
18958,M_ID_2342fe72b3,17
18959,M_ID_23459abc11,15
18960,M_ID_23459bbf71,9
18961,M_ID_2345bfa924,8
18962,M_ID_234635b812,16
18963,M_ID_2346d5e971,11
18964,M_ID_2347224b96,6
18965,M_ID_234765f8e7,15
18966,M_ID_234845d3ab,1
18967,M_ID_234870db0d,11
18968,M_ID_23489ab8a6,15
18969,M_ID_2348bf2b77,13
18970,M_ID_2349ee877d,8
18971,M_ID_234aa85bfb,14
18972,M_ID_234c12d3a2,11
18973,M_ID_234dadbcc5,9
18974,M_ID_234e539347,17
18975,M_ID_234ea9dcf3,12
18976,M_ID_234eb759f7,1
18977,M_ID_2350173e1c,16
18978,M_ID_235120776e,2
18979,M_ID_23519f0367,17
18980,M_ID_23524976ec,11
18981,M_ID_23534a5d85,1
18982,M_ID_2353fed5c7,2
18983,M_ID_23545fb0e8,8
18984,M_ID_2354836827,2
18985,M_ID_2357d25e29,11
18986,M_ID_2358ddd446,14
18987,M_ID_235a441a7f,1
18988,M_ID_235a555036,2
18989,M_ID_235a91bcd4,1
18990,M_ID_235a98884c,9
18991,M_ID_235b2a05fd,2
18992,M_ID_235c2724ba,15
18993,M_ID_235c7cd324,15
18994,M_ID_235e546dcc,9
18995,M_ID_235e728512,14
18996,M_ID_235f0fb664,1
18997,M_ID_235f8cb289,15
18998,M_ID_235fe15836,2
18999,M_ID_236093accf,13
19000,M_ID_2360bbaee9,8
19001,M_ID_2362267379,14
19002,M_ID_23625cc871,1
19003,M_ID_2362724cac,13
19004,M_ID_2362dabe3c,0
19005,M_ID_236389427d,17
19006,M_ID_2363be3a4f,15
19007,M_ID_236433574b,19
19008,M_ID_2364f4a989,11
19009,M_ID_2365313dd5,1
19010,M_ID_23655608fd,8
19011,M_ID_2365eaa7a1,8
19012,M_ID_2366ef5242,14
19013,M_ID_23679116ca,16
19014,M_ID_23686d828e,1
19015,M_ID_23691e4716,8
19016,M_ID_236b2c5a97,2
19017,M_ID_236e2e1476,1
19018,M_ID_236fe4ec5e,15
19019,M_ID_2370500d2d,2
19020,M_ID_237063b295,17
19021,M_ID_2370dc34d0,15
19022,M_ID_2372eb2118,14
19023,M_ID_23730f5eca,14
19024,M_ID_2373fbdcfa,13
19025,M_ID_2374d4fd6b,11
19026,M_ID_2374e4dbe7,13
19027,M_ID_23753b2e20,1
19028,M_ID_2375bd8025,13
19029,M_ID_237608de65,14
19030,M_ID_23766ea0f0,11
19031,M_ID_2377e80eb7,8
19032,M_ID_23787b7fa6,8
19033,M_ID_2379af96aa,1
19034,M_ID_237a1bd5cf,17
19035,M_ID_237a3cafec,1
19036,M_ID_237b77efd2,10
19037,M_ID_237c1e79a1,1
19038,M_ID_237d85cd1a,0
19039,M_ID_237df5d8db,1
19040,M_ID_237e07fc64,1
19041,M_ID_237ef90402,15
19042,M_ID_237f73c134,17
19043,M_ID_23808e0332,1
19044,M_ID_2380d902ce,1
19045,M_ID_2383e97fdc,11
19046,M_ID_23847fb8f5,15
19047,M_ID_238501a3a0,0
19048,M_ID_238589bba9,1
19049,M_ID_2385aff80d,8
19050,M_ID_2385c15136,14
19051,M_ID_23861ed679,1
19052,M_ID_2386f228a3,8
19053,M_ID_2388c3f0ff,17
19054,M_ID_238917191c,13
19055,M_ID_23897f5120,14
19056,M_ID_238a359ee9,14
19057,M_ID_238a364362,13
19058,M_ID_238b0d35a0,2
19059,M_ID_238becb4f4,15
19060,M_ID_238bfbd908,20
19061,M_ID_238c2c5b8f,8
19062,M_ID_238c59a29c,15
19063,M_ID_238d0ea735,15
19064,M_ID_238d828c39,8
19065,M_ID_238e7a34ca,13
19066,M_ID_238fd5c6e3,21
19067,M_ID_2390934bdb,2
19068,M_ID_239160ac59,15
19069,M_ID_2392534adf,17
19070,M_ID_2393814364,8
19071,M_ID_239448ee42,1
19072,M_ID_2394e530e2,1
19073,M_ID_23956ce172,5
19074,M_ID_239584c2b8,2
19075,M_ID_2395c51e68,20
19076,M_ID_2396741828,6
19077,M_ID_2397df6305,13
19078,M_ID_239898d457,0
19079,M_ID_239a2deef2,2
19080,M_ID_239a33949e,17
19081,M_ID_239a448136,0
19082,M_ID_239abde246,19
19083,M_ID_239ad76a46,15
19084,M_ID_239badfc0f,11
19085,M_ID_239c5750f8,13
19086,M_ID_239c64d79b,13
19087,M_ID_239c67c45c,19
19088,M_ID_239cb8588e,11
19089,M_ID_239d32c352,11
19090,M_ID_239d546034,2
19091,M_ID_239dc3897e,15
19092,M_ID_239e2aa7ea,14
19093,M_ID_239e473c08,16
19094,M_ID_239e4b367b,13
19095,M_ID_239e728544,1
19096,M_ID_239e767cd5,17
19097,M_ID_239e85b979,13
19098,M_ID_239ec2aeb5,13
19099,M_ID_239ef874c7,17
19100,M_ID_239f046ced,1
19101,M_ID_23a0c55891,20
19102,M_ID_23a2311101,1
19103,M_ID_23a2ad4ed8,15
19104,M_ID_23a37c81c7,21
19105,M_ID_23a3cf4ff2,10
19106,M_ID_23a406c0de,13
19107,M_ID_23a4ec2305,8
19108,M_ID_23a5b9004f,11
19109,M_ID_23a709d1f7,19
19110,M_ID_23a7dc6ab5,14
19111,M_ID_23a91869dd,17
19112,M_ID_23aa28d5f4,19
19113,M_ID_23aad48b6f,11
19114,M_ID_23aad52bb4,6
19115,M_ID_23ab19bdde,1
19116,M_ID_23ab537a63,11
19117,M_ID_23ade6c787,2
19118,M_ID_23ae4f1ced,19
19119,M_ID_23ae4f4cb8,0
19120,M_ID_23af442c5a,10
19121,M_ID_23b0472602,1
19122,M_ID_23b1849e99,14
19123,M_ID_23b3889a56,1
19124,M_ID_23b501e014,14
19125,M_ID_23b61be01e,17
19126,M_ID_23b6cddfa8,1
19127,M_ID_23b769e38d,1
19128,M_ID_23b820f8c3,16
19129,M_ID_23b823deb7,17
19130,M_ID_23b8924547,15
19131,M_ID_23b8b3a613,15
19132,M_ID_23b9932d97,6
19133,M_ID_23b9ff0ce0,15
19134,M_ID_23ba3e8515,11
19135,M_ID_23ba52dbb3,13
19136,M_ID_23bb418e57,1
19137,M_ID_23bb5e700d,12
19138,M_ID_23bbfcee01,1
19139,M_ID_23bcb74038,15
19140,M_ID_23be164b22,2
19141,M_ID_23be92cfb3,1
19142,M_ID_23befdc131,15
19143,M_ID_23c0263c31,2
19144,M_ID_23c1cef279,0
19145,M_ID_23c221a0f3,15
19146,M_ID_23c26b4b7b,2
19147,M_ID_23c2e8e0ca,8
19148,M_ID_23c3919da4,19
19149,M_ID_23c3e9766d,13
19150,M_ID_23c40716bf,9
19151,M_ID_23c48e86ea,1
19152,M_ID_23c50c88ee,2
19153,M_ID_23c51cb995,1
19154,M_ID_23c6785183,1
19155,M_ID_23c71a331e,1
19156,M_ID_23c79791ec,15
19157,M_ID_23c82ebb38,2
19158,M_ID_23c870a1b4,1
19159,M_ID_23c94af059,8
19160,M_ID_23c95de520,16
19161,M_ID_23ca20d74c,6
19162,M_ID_23cab1afd3,17
19163,M_ID_23cafb0c74,0
19164,M_ID_23cb3bb29d,2
19165,M_ID_23cbae69f1,13
19166,M_ID_23cbebec94,16
19167,M_ID_23cc34078f,17
19168,M_ID_23cfab4987,1
19169,M_ID_23d0131c2f,14
19170,M_ID_23d07853cc,0
19171,M_ID_23d20bc1ee,10
19172,M_ID_23d212e1e9,14
19173,M_ID_23d33892a0,11
19174,M_ID_23d3699b9e,17
19175,M_ID_23d39c6b41,17
19176,M_ID_23d59833a1,8
19177,M_ID_23d63e2fd9,9
19178,M_ID_23d6dab373,13
19179,M_ID_23d86c3fff,1
19180,M_ID_23d8efb512,8
19181,M_ID_23d91ed9ca,13
19182,M_ID_23d9230131,1
19183,M_ID_23d969c0dc,20
19184,M_ID_23d9ed18c6,15
19185,M_ID_23da521d88,2
19186,M_ID_23da5735f9,1
19187,M_ID_23db1f5403,14
19188,M_ID_23db48f4e7,2
19189,M_ID_23db8f896b,17
19190,M_ID_23dbbee86d,13
19191,M_ID_23dbf7e041,12
19192,M_ID_23dcc7db02,13
19193,M_ID_23ddadf852,21
19194,M_ID_23de0389a0,11
19195,M_ID_23de9c0007,15
19196,M_ID_23df0f93da,2
19197,M_ID_23df3327b8,11
19198,M_ID_23df3e03b5,17
19199,M_ID_23df73080e,1
19200,M_ID_23e0c0ff5d,17
19201,M_ID_23e1519ce2,17
19202,M_ID_23e2009733,12
19203,M_ID_23e4176cb6,0
19204,M_ID_23e4a4ff5a,12
19205,M_ID_23e58a08f2,1
19206,M_ID_23e5971bb4,15
19207,M_ID_23e6ca9d66,13
19208,M_ID_23e6ec26af,1
19209,M_ID_23e85bebde,10
19210,M_ID_23e88451c3,13
19211,M_ID_23e89ad6a8,1
19212,M_ID_23e924f384,1
19213,M_ID_23e9bb86cd,2
19214,M_ID_23eb76c0ec,7
19215,M_ID_23ebae29fe,8
19216,M_ID_23ebd4f744,14
19217,M_ID_23ec34f7e3,19
19218,M_ID_23ec9dfb97,1
19219,M_ID_23edf28e0d,15
19220,M_ID_23ee0056d7,11
19221,M_ID_23ee3c1d00,15
19222,M_ID_23ef4cf99a,8
19223,M_ID_23f0ff49c7,7
19224,M_ID_23f1df29d8,15
19225,M_ID_23f21d60b2,1
19226,M_ID_23f270dc63,11
19227,M_ID_23f28dd5d7,14
19228,M_ID_23f2c3944f,11
19229,M_ID_23f3266259,8
19230,M_ID_23f33a6e94,7
19231,M_ID_23f3c10c3a,14
19232,M_ID_23f55e6be9,11
19233,M_ID_23f6829ee8,14
19234,M_ID_23f77271ef,0
19235,M_ID_23f775c939,13
19236,M_ID_23f79321ea,17
19237,M_ID_23f8cce9ba,14
19238,M_ID_23f9256c0d,6
19239,M_ID_23f9cd6c54,13
19240,M_ID_23f9d7875a,2
19241,M_ID_23f9e7e3f6,11
19242,M_ID_23fab69844,1
19243,M_ID_23fbc4b93c,2
19244,M_ID_23fbe34f34,2
19245,M_ID_23fc1d7937,1
19246,M_ID_23fd673d06,11
19247,M_ID_23fe862337,6
19248,M_ID_23ff32477f,13
19249,M_ID_24023e91a0,6
19250,M_ID_2402bb25a4,2
19251,M_ID_2402f4baac,13
19252,M_ID_2404350114,13
19253,M_ID_24058521ed,13
19254,M_ID_24077d2d6f,15
19255,M_ID_240861269d,13
19256,M_ID_240863ba29,13
19257,M_ID_24088aee7f,2
19258,M_ID_2408cd2c34,6
19259,M_ID_24094e86f4,13
19260,M_ID_2409cc36ae,13
19261,M_ID_2409dbdb12,17
19262,M_ID_240a25bc88,17
19263,M_ID_240a3c246e,14
19264,M_ID_240aca5e78,17
19265,M_ID_240b53be50,11
19266,M_ID_240bdb4da3,8
19267,M_ID_240caa1f2f,13
19268,M_ID_240dcb2da4,17
19269,M_ID_240efb936f,13
19270,M_ID_240f5d8cd6,17
19271,M_ID_240f8ad585,1
19272,M_ID_240fae7770,1
19273,M_ID_240fb6926f,17
19274,M_ID_2410a7e4a8,14
19275,M_ID_2410e6795a,1
19276,M_ID_2411cb4a5c,1
19277,M_ID_2412a967c9,15
19278,M_ID_2412d51256,13
19279,M_ID_24131a682a,15
19280,M_ID_24134271c1,16
19281,M_ID_24142ece4e,9
19282,M_ID_2414366006,0
19283,M_ID_241482cbea,17
19284,M_ID_2414d03c27,14
19285,M_ID_2414e22f76,1
19286,M_ID_24150043c4,16
19287,M_ID_24150bcf83,14
19288,M_ID_2416a3c37d,14
19289,M_ID_2416bc1484,13
19290,M_ID_241706509e,17
19291,M_ID_2417424547,21
19292,M_ID_24174817d5,1
19293,M_ID_24182680ab,2
19294,M_ID_241845b187,8
19295,M_ID_24186db731,8
19296,M_ID_24197bb80b,13
19297,M_ID_241988b2a3,2
19298,M_ID_241988d10b,20
19299,M_ID_241ac40203,6
19300,M_ID_241adc487d,6
19301,M_ID_241b1969b3,11
19302,M_ID_241c3ac1c6,15
19303,M_ID_241e307374,9
19304,M_ID_2420228ef8,2
19305,M_ID_2420d8882b,11
19306,M_ID_2420ef98ea,14
19307,M_ID_2421ef4816,2
19308,M_ID_242205327d,11
19309,M_ID_2422a522ce,8
19310,M_ID_2422cd9d46,13
19311,M_ID_242323f7f0,19
19312,M_ID_24235ca0f7,13
19313,M_ID_24254b8894,0
19314,M_ID_2425d54fd9,12
19315,M_ID_2426ac679f,15
19316,M_ID_2427a9a99d,10
19317,M_ID_2428354d4e,14
19318,M_ID_2429411aea,17
19319,M_ID_2429b0d3e3,12
19320,M_ID_242b40ed0d,1
19321,M_ID_242c4d082e,13
19322,M_ID_242d222f6c,10
19323,M_ID_242f8a9132,15
19324,M_ID_242f9fe5f5,12
19325,M_ID_242fc696ef,13
19326,M_ID_2431158fad,13
19327,M_ID_2431cf0ceb,15
19328,M_ID_2432525538,15
19329,M_ID_2432ecb685,15
19330,M_ID_243411573e,19
19331,M_ID_2434121158,6
19332,M_ID_2434ccea95,14
19333,M_ID_2435c801cb,13
19334,M_ID_2437225f5d,19
19335,M_ID_2437f1c5cd,6
19336,M_ID_2438de124b,8
19337,M_ID_243e410893,21
19338,M_ID_243e55402c,11
19339,M_ID_243efa2c5c,14
19340,M_ID_243f3e9820,17
19341,M_ID_243f44bbbb,9
19342,M_ID_243f866979,17
19343,M_ID_243fc6c4db,17
19344,M_ID_2440abf210,15
19345,M_ID_244173911e,11
19346,M_ID_2441f14693,14
19347,M_ID_244261c889,13
19348,M_ID_244270c073,8
19349,M_ID_2442724290,1
19350,M_ID_244299ea12,12
19351,M_ID_2442cc758e,2
19352,M_ID_244354b8e5,9
19353,M_ID_2443577137,6
19354,M_ID_24443bcb6d,8
19355,M_ID_2444963f63,13
19356,M_ID_2444bb6948,1
19357,M_ID_244569f377,10
19358,M_ID_2445d76702,9
19359,M_ID_24460888fd,11
19360,M_ID_2446f9e9b5,6
19361,M_ID_244728b426,0
19362,M_ID_24479a6b5f,1
19363,M_ID_244803a5e1,2
19364,M_ID_2448157131,8
19365,M_ID_244888b090,15
19366,M_ID_244a76654f,2
19367,M_ID_244a96aba1,12
19368,M_ID_244bbed0a6,19
19369,M_ID_244c048487,14
19370,M_ID_244cb0b352,1
19371,M_ID_244d90a12a,1
19372,M_ID_244e2f123a,12
19373,M_ID_244f98ff99,1
19374,M_ID_244fd92d42,12
19375,M_ID_244ffa1b75,9
19376,M_ID_244ffa991f,2
19377,M_ID_2451dd1154,8
19378,M_ID_2452590f3d,13
19379,M_ID_2452844b4d,16
19380,M_ID_24534b4e79,11
19381,M_ID_2454327244,17
19382,M_ID_24568052d1,1
19383,M_ID_2456a7d54b,0
19384,M_ID_245be9a4a4,11
19385,M_ID_245c594581,13
19386,M_ID_245ca9afd8,13
19387,M_ID_245cc10d52,14
19388,M_ID_245d1a9e34,16
19389,M_ID_245dd720de,7
19390,M_ID_245eefac01,1
19391,M_ID_245f38a485,2
19392,M_ID_246107d9ab,15
19393,M_ID_24611daadc,12
19394,M_ID_2461921634,15
19395,M_ID_2464092c48,20
19396,M_ID_24646f6ad0,14
19397,M_ID_2464b8b4f6,17
19398,M_ID_246582ac9b,1
19399,M_ID_246594058a,17
19400,M_ID_2465f1e62a,20
19401,M_ID_246705bad7,13
19402,M_ID_2467d6f7bb,15
19403,M_ID_246a515e8b,13
19404,M_ID_246a6a2f73,14
19405,M_ID_246afcee0c,0
19406,M_ID_246b085fb9,17
19407,M_ID_246b0f7f66,10
19408,M_ID_246b2f9372,11
19409,M_ID_246bf7338d,8
19410,M_ID_246c022167,9
19411,M_ID_246c103bdb,2
19412,M_ID_246c22e0d2,13
19413,M_ID_246c5d9be0,11
19414,M_ID_246d674023,8
19415,M_ID_246da457cd,8
19416,M_ID_246e317c76,15
19417,M_ID_246faf1a41,20
19418,M_ID_24719bca04,17
19419,M_ID_24724d2451,11
19420,M_ID_2472ae9a84,11
19421,M_ID_247319ea0f,11
19422,M_ID_2473236521,14
19423,M_ID_247417faa0,13
19424,M_ID_2474c9ad01,11
19425,M_ID_2475b7b725,8
19426,M_ID_2476515d5f,2
19427,M_ID_247656505a,1
19428,M_ID_2476e07942,12
19429,M_ID_2476f53fb6,19
19430,M_ID_2477590db6,1
19431,M_ID_247764042e,17
19432,M_ID_247b168c52,15
19433,M_ID_247c321f4c,6
19434,M_ID_247cc6f06a,11
19435,M_ID_247de2ef2f,13
19436,M_ID_247f1188f7,0
19437,M_ID_247fb60301,1
19438,M_ID_2484ba0c14,15
19439,M_ID_2485364a78,15
19440,M_ID_24859162a7,15
19441,M_ID_24862f6806,8
19442,M_ID_24862fc0b9,16
19443,M_ID_24874996a0,14
19444,M_ID_2488db1bc9,13
19445,M_ID_2489cbc48b,7
19446,M_ID_248b34318b,11
19447,M_ID_248bb29751,11
19448,M_ID_248c1726dd,6
19449,M_ID_248c38a9e4,11
19450,M_ID_248debca3b,8
19451,M_ID_248e2d7e58,17
19452,M_ID_248f0400c7,15
19453,M_ID_248fa8d8ce,1
19454,M_ID_249171f4e8,17
19455,M_ID_249183e5ce,2
19456,M_ID_2491a4e7da,11
19457,M_ID_249276e062,15
19458,M_ID_2492ee5e54,8
19459,M_ID_249302664d,14
19460,M_ID_24930b62bd,8
19461,M_ID_2493baa132,16
19462,M_ID_249635047b,1
19463,M_ID_2496d2d27c,1
19464,M_ID_2496d4fa3e,13
19465,M_ID_2497dd3e18,14
19466,M_ID_24985e463d,16
19467,M_ID_249bb4155f,9
19468,M_ID_249bcdf377,1
19469,M_ID_249c081114,0
19470,M_ID_249c4382f5,19
19471,M_ID_249c9d5cbd,8
19472,M_ID_249cc086a9,1
19473,M_ID_249cc1c416,1
19474,M_ID_249d50e4de,20
19475,M_ID_249d60b702,8
19476,M_ID_249d638f68,11
19477,M_ID_249d911777,2
19478,M_ID_249dea0c25,1
19479,M_ID_24a1db4e89,1
19480,M_ID_24a3c51f6f,15
19481,M_ID_24a4ba170b,17
19482,M_ID_24a4d80295,1
19483,M_ID_24a4e34ab5,11
19484,M_ID_24a512b8f3,2
19485,M_ID_24a5d62903,17
19486,M_ID_24a74e1f03,13
19487,M_ID_24a782e241,11
19488,M_ID_24a9c80f2e,17
19489,M_ID_24af12e61b,14
19490,M_ID_24af314364,1
19491,M_ID_24af4454d7,8
19492,M_ID_24af7064b8,0
19493,M_ID_24afeacbab,8
19494,M_ID_24b008fddb,2
19495,M_ID_24b10183ab,11
19496,M_ID_24b1330960,8
19497,M_ID_24b153c953,2
19498,M_ID_24b1a92fbb,8
19499,M_ID_24b20a393b,1
19500,M_ID_24b2d90568,1
19501,M_ID_24b2f001c1,21
19502,M_ID_24b33267ec,2
19503,M_ID_24b34f600f,12
19504,M_ID_24b38c4f80,9
19505,M_ID_24b3e91b96,13
19506,M_ID_24b4793998,2
19507,M_ID_24b53d091c,11
19508,M_ID_24b5a46b6c,13
19509,M_ID_24b699599b,11
19510,M_ID_24b6a4adba,11
19511,M_ID_24b84d4b0c,21
19512,M_ID_24b8519769,20
19513,M_ID_24b8bcb18e,8
19514,M_ID_24ba824989,17
19515,M_ID_24ba9bffed,17
19516,M_ID_24bae87369,14
19517,M_ID_24bb36496d,14
19518,M_ID_24bb6c4a03,6
19519,M_ID_24bb94140e,14
19520,M_ID_24bbff80b5,2
19521,M_ID_24bc6e7626,11
19522,M_ID_24bf08cc95,8
19523,M_ID_24bf4078a6,20
19524,M_ID_24bf45c934,15
19525,M_ID_24bfe58a10,17
19526,M_ID_24c13261e5,1
19527,M_ID_24c18fb4dc,13
19528,M_ID_24c190ad44,10
19529,M_ID_24c19e6be6,17
19530,M_ID_24c249a726,9
19531,M_ID_24c3246fad,20
19532,M_ID_24c3caf427,14
19533,M_ID_24c4343f42,17
19534,M_ID_24c5104ae1,11
19535,M_ID_24c5d2c835,11
19536,M_ID_24c6b6d078,14
19537,M_ID_24c7d93335,1
19538,M_ID_24c83b91cc,14
19539,M_ID_24c8f88fb0,15
19540,M_ID_24c97d950f,0
19541,M_ID_24c9bb5ee9,0
19542,M_ID_24ca447e25,1
19543,M_ID_24ca74ed7e,17
19544,M_ID_24cbed38fa,1
19545,M_ID_24cd0993be,15
19546,M_ID_24cdd87821,2
19547,M_ID_24ce4f59a1,13
19548,M_ID_24ceb925dd,13
19549,M_ID_24cf4446c8,17
19550,M_ID_24cf44aa22,14
19551,M_ID_24cfc447c2,7
19552,M_ID_24d0f9ef35,13
19553,M_ID_24d112ab81,17
19554,M_ID_24d16e19f6,11
19555,M_ID_24d1dd3d0c,10
19556,M_ID_24d2e6cf14,17
19557,M_ID_24d3aab7a5,11
19558,M_ID_24d4ec1853,15
19559,M_ID_24d5acc665,8
19560,M_ID_24d6e00f36,10
19561,M_ID_24d79b4b5b,17
19562,M_ID_24d7a7831a,8
19563,M_ID_24d7e1e414,1
19564,M_ID_24d7f01d49,0
19565,M_ID_24d8a337bd,21
19566,M_ID_24d8d66b2a,17
19567,M_ID_24d9ae9994,15
19568,M_ID_24da527fe0,10
19569,M_ID_24da6ce7d2,8
19570,M_ID_24daf7ff73,13
19571,M_ID_24db2946ba,1
19572,M_ID_24dc0fb81d,1
19573,M_ID_24dc30c5fa,13
19574,M_ID_24dc5b395f,0
19575,M_ID_24dd3d36a8,2
19576,M_ID_24dd5cf4de,17
19577,M_ID_24ddd745ab,17
19578,M_ID_24de4006e4,2
19579,M_ID_24df01b458,15
19580,M_ID_24df61202a,13
19581,M_ID_24e002787e,17
19582,M_ID_24e02e5d89,6
19583,M_ID_24e067cb2b,1
19584,M_ID_24e0a1513a,9
19585,M_ID_24e11d76ed,14
19586,M_ID_24e12aad64,21
19587,M_ID_24e2371b22,0
19588,M_ID_24e23fae0b,1
19589,M_ID_24e2b63c8b,16
19590,M_ID_24e38e7820,13
19591,M_ID_24e5068f8e,13
19592,M_ID_24e66d57be,12
19593,M_ID_24e7284909,12
19594,M_ID_24e8dfadcf,13
19595,M_ID_24e8e0e3ca,5
19596,M_ID_24ea22a305,8
19597,M_ID_24ea62969e,15
19598,M_ID_24eaa5e9e3,1
19599,M_ID_24ebf1f446,15
19600,M_ID_24ec34ca11,15
19601,M_ID_24ecbdca38,1
19602,M_ID_24ecfdb20e,0
19603,M_ID_24ed549464,5
19604,M_ID_24eda2a3bb,0
19605,M_ID_24ede2acd8,14
19606,M_ID_24ee2fd0e9,9
19607,M_ID_24eec18793,17
19608,M_ID_24f0257afd,2
19609,M_ID_24f0ece12b,17
19610,M_ID_24f1951913,20
19611,M_ID_24f1d7af02,15
19612,M_ID_24f21c25d2,12
19613,M_ID_24f25f23cd,1
19614,M_ID_24f27606e7,17
19615,M_ID_24f2d0f71d,15
19616,M_ID_24f364311e,15
19617,M_ID_24f37a3243,15
19618,M_ID_24f38ef7f7,14
19619,M_ID_24f49b24ed,1
19620,M_ID_24f59bbc9e,21
19621,M_ID_24f5b6d526,6
19622,M_ID_24f778e68c,19
19623,M_ID_24f868b3cb,0
19624,M_ID_24f86a9eb5,14
19625,M_ID_24f8a908be,17
19626,M_ID_24f8c87757,12
19627,M_ID_24f99565b2,9
19628,M_ID_24f9bd72e5,6
